language,problem_id,category,title,core,input_size,trial,elapsed_ns,iterations,checksum
go,2,"Array","27 Remove Element","two pointers",8192,19,25285,198,1604479377995486015
go,3,"Array","977 Squares of Sorted Array","two pointers",512,0,6700,750,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,1,6618,774,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,2,6333,807,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,3,6294,927,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,4,6308,795,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,5,6488,861,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,6,6404,786,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,7,6239,804,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,8,6439,897,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,9,6482,897,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,10,6199,807,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,11,6359,873,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,12,6248,816,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,13,6173,870,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,14,6730,840,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,15,6282,798,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,16,7188,729,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,17,6728,768,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,18,6646,876,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",512,19,6791,759,242299269151777471
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,0,34225,156,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,1,28137,204,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,2,35309,153,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,3,31899,162,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,4,29470,174,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,5,27403,204,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,6,27935,180,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,7,28538,177,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,8,27889,183,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,9,31099,165,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,10,28757,195,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,11,28067,186,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,12,27958,183,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,13,31537,162,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,14,27921,183,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,15,28182,189,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,16,27855,183,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,17,26994,189,1599507760919737250
