language,problem_id,category,title,core,input_size,trial,elapsed_ns,iterations,checksum
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,19,2482,2016,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,0,10735,468,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,1,11058,456,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,2,9796,513,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,3,9846,510,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,4,9326,537,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,5,8377,597,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,6,9702,516,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,7,10019,501,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,8,9060,552,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,9,8836,570,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,10,8898,564,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,11,9205,549,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,12,8974,558,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,13,8808,570,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,14,9085,552,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,15,9343,537,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,16,9112,549,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,17,9451,531,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,18,9158,546,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,19,9894,507,3698576558787717240
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,0,40752,123,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,1,36515,138,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,2,41985,120,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,3,50100,102,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,4,50257,102,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,5,48164,105,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,6,47925,105,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,7,38548,132,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,8,40937,123,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,9,39058,129,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,10,40812,123,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,11,43070,117,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,12,48196,105,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,13,47632,108,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,14,44132,114,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,15,36802,138,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,16,36563,138,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,17,41542,123,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,18,47368,108,6739382312237969123
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,19,40741,123,6739382312237969123
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,0,2744,1824,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,1,2324,2151,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,2,2368,2112,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,3,2365,2115,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,4,2602,1923,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,5,2439,2052,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,6,2321,2154,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,7,2655,1884,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,8,2656,1884,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,9,2746,1821,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,10,3186,1584,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,11,2744,1824,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,12,2616,1920,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,13,2217,2256,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,14,2279,2217,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,15,2428,2061,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,16,2385,2097,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,17,2362,2124,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,18,2345,2133,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",512,19,2459,2034,186495
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,0,11425,438,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,1,11392,441,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,2,12673,399,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,3,12362,405,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,4,11197,447,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,5,11444,438,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,6,11614,432,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,7,12886,390,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,8,12350,405,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,9,11265,444,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,10,12680,396,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,11,12727,393,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,12,12056,420,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,13,11284,447,468516
v,6,"Array","53 Maximum Subarray","dynamic maintenance",2048,14,10869,462,468516
